"codnivel1","codnivel2","codnivel3","codnivel4","codnivel5","codassunto","descassunto"
9985,10219,10288,10718,10727,10727,"GRATIFICAÇÃO DE INATIVIDADE"
9985,10219,10288,10718,10728,10728,"GRATIFICAÇÃO EXTRAORDINÁRIA - GE"
9985,10219,10288,10718,10729,10729,"GRATIFICAÇÃO DE DESEMPENHO DE FUNÇÃO - GADF"
9985,10219,10288,10718,10857,10857,"GRATIFICAÇÃO DE DESEMPENHO DE ATIVIDADE DE SEGURIDADE SOCIAL E DO TRABALHO - GDASST"
9985,10219,10288,10718,10858,10858,"GRATIFICAÇÃO DE DESEMPENHO DE ATIVIDADE DE CIÊNCIA E TECNOLOGIA - GDACT"
9985,10219,10288,10718,14720,14720,"FUNÇÃO COMISSIONADA INTEGRAL - 100%"
9985,10219,10288,10718,14721,14721,"GRATIFICAÇÃO DE ATIVIDADE EXECUTIVA - GAE"
9985,10219,10288,10718,14722,14722,"GRATIFICAÇÃO PELO DESEMPENHO DE ATIVIDADES DE APOIO - GATA"
9985,10219,10288,10718,14723,14723,"GRATIFICAÇÃO PELO DESEMPENHO DE ATIVIDADES RODOVIÁRIAS - GDAR"
9985,10219,10288,10718,14724,14724,"GRATIFICAÇÃO DE DESEMPENHO DE ATIVIDADE TÉCNICO-ADMINISTRATIVO EDUCACIONAL - GDAE"
9985,10219,10288,10718,14725,14725,"GRATIFICAÇÃO DE DESEMPENHO DE ATIVIDADE DO SEGURO SOCIAL - GDASS"
9985,10219,10288,10718,14726,14726,"GRATIFICAÇÃO DE DESEMPENHO E EFICIÊNCIA - GDE"
9985,10219,10288,10718,14727,14727,"GRATIFICAÇÃO ESPECÍFICA DE PUBLICAÇÃO E DIVULGAÇÃO DA  IMPRENSA NACIONAL %U2013 GEPDIN"
9985,10219,10288,10718,14728,14728,"GRATIFICAÇÃO DE DESEMPENHO DO PLANO GERAL DE CARGOS DO PODER EXECUTIVO - GDPGPE"
9985,10219,10288,10718,14729,14729,"GRATIFICAÇÃO DE DESEMPENHO DE ATIVIDADE TÉCNICO-ADMINISTRATIVA E DE SUPORTE - GDPGTAS"
9985,10219,10288,10718,14745,14745,"GRATIFICAÇÃO ESPECIAL DE LOCALIDADE - GEL"
9985,10219,10288,10718,14746,14746,"GRATIFICAÇÃO DE ATIVIDADE DE RISCO"
9985,10219,10288,10718,14747,14747,"GRATIFICAÇÃO POR OPERAÇÕES ESPECIAIS - GOE"
9985,10219,10288,10718,14748,14748,"GRATIFICAÇÃO ESPECÍFICA DE ATIVIDADE DOCENTE DO ENSINO FUNDAMENTAL, MÉDIO E TECNOLÓGICO - GEAD"
9985,10219,10288,10718,14749,14749,"GRATIFICAÇÃO DE DESEMPENHO DA CARREIRA DA PREVIDÊNCIA, DA SAÚDE E DO TRABALHO - GDPST"
9985,10219,10288,10718,NULL,10718,"GRATIFICAÇÕES POR ATIVIDADES ESPECÍFICAS"
9985,10219,10288,10730,NULL,10730,"ADICIONAL DE DESEMPENHO"
9985,10219,10288,10731,NULL,10731,"ADICIONAL DE SEXTA-PARTE"
9985,10219,10288,11858,NULL,11858,"RECEBIMENTO DE BOLSA DE ESTUDOS"
9985,10219,10288,13052,NULL,13052,"ADICIONAL DE QUALIFICAÇÃO"
9985,10219,10288,13079,NULL,13079,"AUXÍLIO MORADIA"
9985,10219,10288,14241,NULL,14241,"RESTITUIÇÃO AO ERÁRIO"
9985,10219,10288,14707,NULL,14707,"VALORES ANTECIPADOS NA TUTELA POSTERIORMENTE REVOGADA/CASSADA"
9985,10219,10288,NULL,NULL,10288,"SISTEMA REMUNERATÓRIO E BENEFÍCIOS"
9985,10219,10313,10314,NULL,10314,"ÍNDICE DA URV FEV/1989"
9985,10219,10313,10315,NULL,10315,"ÍNDICE DE 84,32% MARÇO/1990"
9985,10219,10313,10316,NULL,10316,"ÍNDICE DE 45% LEI 8.237/1991"
9985,10219,10313,10317,NULL,10317,"ÍNDICE DE 28,86% LEI 8.622/1993 E 8.627/1993"
9985,10219,10313,10318,10702,10702,"ÍNDICE DE 3,17%"
9985,10219,10313,10318,10703,10703,"ÍNDICE DE 11,98%"
9985,10219,10313,10318,NULL,10318,"ÍNDICE DA URV LEI 8.880/1994"
9985,10219,10313,10319,NULL,10319,"REAJUSTE DA LEI 8.270/1991"
9985,10219,10313,10320,NULL,10320,"ÍNDICE DO IPC JUNHO/1987"
9985,10219,10313,10321,NULL,10321,"ÍNDICE DE 10,87% LEI 10.192/2001"
9985,10219,10313,10322,NULL,10322,"ÍNDICE DE 47,94% LEI 8.676/1993"
9985,10219,10313,10946,NULL,10946,"CORREÇÃO MONETÁRIA DE DIFERENÇAS PAGAS EM ATRASO"
9985,10219,10313,14196,NULL,14196,"ÍNDICE DA URP - 26,05% (1989)"
9985,10219,10313,14197,NULL,14197,"ÍNDICE DA URP - 26,06% (1987)"
9985,10219,10313,NULL,NULL,10313,"REAJUSTES DE REMUNERAÇÃO, PROVENTOS OU PENSÃO"
9985,10219,10695,10696,NULL,10696,"PROFESSOR"
9985,10219,10695,10697,NULL,10697,"PROCURADORES DE ÓRGÃOS / ENTIDADES PÚBLICOS"
9985,10219,10695,10698,NULL,10698,"SERVENTUÁRIOS DA JUSTIÇA"
9985,10219,10695,10854,NULL,10854,"AUDITORES FISCAIS"
9985,10219,10695,10877,NULL,10877,"POLICIAIS CIVIS"
9985,10219,10695,NULL,NULL,10695,"CATEGORIAS ESPECIAIS DE SERVIDOR PÚBLICO"
9985,10219,NULL,NULL,NULL,10219,"SERVIDOR PÚBLICO CIVIL"
9985,10324,10325,10326,NULL,10326,"INGRESSO E CONCURSO"
9985,10324,10325,10327,NULL,10327,"CURSO DE FORMAÇÃO"
9985,10324,10325,10328,NULL,10328,"REINTEGRAÇÃO"
9985,10324,10325,10329,NULL,10329,"ESTABILIDADE"
9985,10324,10325,10330,NULL,10330,"ANISTIA POLÍTICA"
9985,10324,10325,10331,NULL,10331,"ADIDOS, AGREGADOS E ADJUNTOS"
9985,10324,10325,10332,NULL,10332,"SERVIÇO MILITAR OBRIGATÓRIO"
9985,10324,10325,10333,NULL,10333,"EX-COMBATENTES"
9985,10324,10325,10334,NULL,10334,"PROMOÇÃO"
9985,10324,10325,10335,NULL,10335,"SERVIÇO MILITAR DOS PROFISSIONAIS DA SAÚDE"
9985,10324,10325,10336,NULL,10336,"CORPO FEMININO"
9985,10324,10325,10910,NULL,10910,"TRANSFERÊNCIA DE UNIDADE"
9985,10324,10325,NULL,NULL,10325,"REGIME"
9985,10324,10337,10338,14142,14142,"ADICIONAL DE INATIVIDADE"
9985,10324,10337,10338,14143,14143,"GRATIFICAÇÃO DE COMPENSAÇÃO ORGÂNICA"
9985,10324,10337,10338,14239,14239,"GRATIFICAÇÃO DE CONDIÇÃO ESPECIAL DE TRABALHO"
9985,10324,10337,10338,NULL,10338,"GRATIFICAÇÕES E ADICIONAIS"
9985,10324,10337,10339,NULL,10339,"FÉRIAS"
9985,10324,10337,10340,14144,14144,"AJUDA DE CUSTO"
9985,10324,10337,10340,NULL,10340,"INDENIZAÇÕES REGULARES"
9985,10324,10337,10341,10733,10733,"EXTENSÃO DE VANTAGEM AOS INATIVOS"
9985,10324,10337,10341,14145,14145,"SOLDO LEGAL E AJUSTADO"
9985,10324,10337,10341,NULL,10341,"ISONOMIA"
9985,10324,10337,10349,NULL,10349,"REFORMA"
9985,10324,10337,10350,NULL,10350,"LICENÇAS"
9985,10324,10337,10351,NULL,10351,"AGREGAÇÃO"
9985,10324,10337,10352,NULL,10352,"RESERVA REMUNERADA"
9985,10324,10337,10353,NULL,10353,"TRANSFERÊNCIA EX-OFFICIO PARA RESERVA"
9985,10324,10337,10354,NULL,10354,"TEMPO DE SERVIÇO"
9985,10324,10337,10355,NULL,10355,"TRANSFERÊNCIA PARA RESERVA"
9985,10324,10337,10356,NULL,10356,"ASSISTÊNCIA MÉDICO-HOSPITALAR"
9985,10324,10337,10357,NULL,10357,"LICENÇA PRÊMIO"
9985,10324,10337,10358,NULL,10358,"LICENCIAMENTO"
9985,10324,10337,10591,NULL,10591,"INCLUSÃO DE DEPENDENTE"
9985,10324,10337,10593,NULL,10593,"REMUNERAÇÃO MÍNIMA"
9985,10324,10337,10596,NULL,10596,"AUXÍLIO-INVALIDEZ"
9985,10324,10337,14141,NULL,14141,"DESCONTOS INDEVIDOS"
9985,10324,10337,14146,14147,14147,"VALORES ANTECIPADOS NA TUTELA REVOGADA/CASSADA"
9985,10324,10337,14146,NULL,14146,"RESTITUIÇÃO AO ERÁRIO"
9985,10324,10337,NULL,NULL,10337,"SISTEMA REMUNERATÓRIO E BENEFÍCIOS"
9985,10324,10342,10343,NULL,10343,"ÍNDICE DE 28,86% LL 8.622/1993 E 8.627/1993"
9985,10324,10342,10344,NULL,10344,"ÍNDICE DA URV LEI 8.880/1994"
9985,10324,10342,10345,NULL,10345,"ÍNDICE DO IPC  JUNHO/1987"
9985,10324,10342,10346,NULL,10346,"ÍNDICE DE 84,32% IPC MARÇO/1990"
9985,10324,10342,10347,NULL,10347,"ÍNDICE DA URP ABRIL E MAIO/1988 DL 2.425/1988"
9985,10324,10342,NULL,NULL,10342,"REAJUSTE DE REMUNERAÇÃO, SOLDO, PROVENTOS OU PENSÃO"
9985,10324,10359,10360,NULL,10360,"CONCESSÃO"
9985,10324,10359,10361,NULL,10361,"RESTABELECIMENTO"
9985,10324,10359,10362,NULL,10362,"PROVISÓRIA"
9985,10324,10359,NULL,NULL,10359,"PENSÃO"
9985,10324,10363,10364,NULL,10364,"ADVERTÊNCIA / REPREENSÃO"
9985,10324,10363,10365,NULL,10365,"IMPEDIMENTO / DETENÇÃO / PRISÃO"
9985,10324,10363,10366,NULL,10366,"LICENCIAMENTO / EXCLUSÃO"
9985,10324,10363,10367,NULL,10367,"SUSPENSÃO"
9985,10324,10363,10512,NULL,10512,"RESPONSABILIDADE CIVIL DO MILITAR - INDENIZAÇÃO AO ERÁRIO"
9985,10324,10363,NULL,NULL,10363,"PROCESSO ADMINISTRATIVO DISCIPLINAR / SINDICÂNCIA"
9985,10324,NULL,NULL,NULL,10324,"MILITAR"
9985,10370,10371,NULL,NULL,10371,"RESERVA DE VAGAS PARA PESSOAS COM DEFICIÊNCIA"
9985,10370,10372,NULL,NULL,10372,"INSCRIÇÃO / DOCUMENTAÇÃO"
9985,10370,10373,NULL,NULL,10373,"LIMITE DE IDADE"
9985,10370,10374,NULL,NULL,10374,"EXIGÊNCIA DE PRÁTICA FORENSE"
9985,10370,10375,NULL,NULL,10375,"PROVA DE TÍTULOS"
9985,10370,10376,NULL,NULL,10376,"EXAME DE SAÚDE E/OU APTIDÃO FÍSICA"
9985,10370,10377,NULL,NULL,10377,"CURSO DE FORMAÇÃO"
9985,10370,10378,NULL,NULL,10378,"EXAME PSICOTÉCNICO / PSIQUIÁTRICO"
9985,10370,10379,NULL,NULL,10379,"ANULAÇÃO E CORREÇÃO DE PROVAS / QUESTÕES"
9985,10370,10380,NULL,NULL,10380,"ESCOLARIDADE"
9985,10370,10381,NULL,NULL,10381,"CLASSIFICAÇÃO E/OU PRETERIÇÃO"
9985,10370,10382,NULL,NULL,10382,"ANULAÇÃO"
9985,10370,10383,NULL,NULL,10383,"PRAZO DE VALIDADE"
9985,10370,10384,NULL,NULL,10384,"CONDIÇÕES ESPECIAIS PARA PRESTAÇÃO DE PROVA"
9985,10370,11903,NULL,NULL,11903,"CONCURSO PARA MAGISTRADO"
9985,10370,11904,NULL,NULL,11904,"PROVA OBJETIVA"
9985,10370,11905,NULL,NULL,11905,"PROVA SUBJETIVA"
9985,10370,11906,NULL,NULL,11906,"PROVA PRÁTICA-SENTENÇA"
9985,10370,11907,NULL,NULL,11907,"PROVA ORAL"
9985,10370,11908,NULL,NULL,11908,"RESERVA DE VAGAS"
9985,10370,11909,NULL,NULL,11909,"CONCURSO PARA SERVIDOR"
9985,10370,11910,NULL,NULL,11910,"CONCURSO PARA SERVENTIA EXTRAJUDICIAL"
9985,10370,12959,NULL,NULL,12959,"CADASTRO RESERVA"
9985,10370,NULL,NULL,NULL,10370,"CONCURSO PÚBLICO / EDITAL"
9985,10385,10386,14133,NULL,14133,"CONCORRÊNCIA"
9985,10385,10386,14134,NULL,14134,"TOMADA DE PREÇO"
9985,10385,10386,14135,NULL,14135,"CONVITE"
9985,10385,10386,14136,NULL,14136,"CONCURSO"
9985,10385,10386,14137,NULL,14137,"LEILÃO"
9985,10385,10386,14138,14139,14139,"PRESENCIAL"
9985,10385,10386,14138,14140,14140,"ELETRÔNICO"
9985,10385,10386,14138,NULL,14138,"PREGÃO"
9985,10385,10386,NULL,NULL,10386,"MODALIDADE / LIMITE"
9985,10385,10387,NULL,NULL,10387,"HABILITAÇÃO / REGISTRO CADASTRAL / JULGAMENTO / HOMOLOGAÇÃO"
9985,10385,10388,NULL,NULL,10388,"EDITAL"
9985,10385,10389,NULL,NULL,10389,"REVOGAÇÃO"
9985,10385,10390,NULL,NULL,10390,"SANÇÕES ADMINISTRATIVAS"
9985,10385,10391,NULL,NULL,10391,"RECURSOS ADMINISTRATIVOS"
9985,10385,10392,NULL,NULL,10392,"CONVÊNIO"
9985,10385,10393,NULL,NULL,10393,"ADJUDICAÇÃO"
9985,10385,14131,NULL,NULL,14131,"DISPENSA"
9985,10385,14132,NULL,NULL,14132,"INEXIGIBILIDADE"
9985,10385,NULL,NULL,NULL,10385,"LICITAÇÕES"
9985,10394,10395,10396,NULL,10396,"AMBIENTAL"
9985,10394,10395,10397,NULL,10397,"SANITÁRIAS"
9985,10394,10395,10398,NULL,10398,"METROLÓGICA"
9985,10394,10395,10399,NULL,10399,"PROFISSIONAL"
9985,10394,10395,10400,NULL,10400,"SEGURANÇA E/OU MEDICINA DO TRABALHO"
9985,10394,10395,14914,NULL,14914,"CONTRATO ADMINISTRATIVO"
9985,10394,10395,NULL,NULL,10395,"MULTAS E DEMAIS SANÇÕES"
9985,10394,10401,NULL,NULL,10401,"TAXA DE OCUPAÇÃO / LAUDÊMIO / FORO"
9985,10394,10402,14127,NULL,14127,"CRÉDITO RURAL"
9985,10394,10402,NULL,NULL,10402,"CESSÃO DE CRÉDITOS NÃO-TRIBUTÁRIOS"
9985,10394,14128,NULL,NULL,14128,"FGTS"
9985,10394,14913,NULL,NULL,14913,"CADASTRO DE INDADIMPLENTES - CADIN"
9985,10394,NULL,NULL,NULL,10394,"DÍVIDA ATIVA NÃO-TRIBUTÁRIA"
9985,10403,10404,NULL,NULL,10404,"CONTRIBUIÇÃO SINDICAL"
9985,10403,10405,NULL,NULL,10405,"ELEIÇÕES SINDICAIS"
9985,10403,10406,NULL,NULL,10406,"REGISTRO SINDICAL"
9985,10403,10407,NULL,NULL,10407,"DILAÇÃO E EXTENSÃO DE BASE TERRITORIAL"
9985,10403,10408,NULL,NULL,10408,"FILIAÇÃO"
9985,10403,NULL,NULL,NULL,10403,"ORGANIZAÇÃO SINDICAL"
9985,10409,10410,NULL,NULL,10410,"CONTRATO TEMPORÁRIO DE MÃO DE OBRA L 8.745/1993"
9985,10409,10411,NULL,NULL,10411,"ADMISSÃO / PERMANÊNCIA / DESPEDIDA"
9985,10409,NULL,NULL,NULL,10409,"EMPREGADO PÚBLICO / TEMPORÁRIO"
9985,10412,10413,NULL,NULL,10413,"QUEBRA DE SIGILO BANCÁRIO / FISCAL / TELEFÔNICO"
9985,10412,10414,NULL,NULL,10414,"CRIAÇÃO / INSTALAÇÃO / PROSSEGUIMENTO / ENCERRAMENTO"
9985,10412,10415,NULL,NULL,10415,"LIMITES DOS PODERES DE INVESTIGAÇÃO"
9985,10412,10416,NULL,NULL,10416,"LIMITES DO OBJETO"
9985,10412,NULL,NULL,NULL,10412,"COMISSÃO PARLAMENTAR DE INQUÉRITO - CPI"
9985,10417,10418,NULL,NULL,10418,"CNH - CARTEIRA NACIONAL DE HABILITAÇÃO"
9985,10417,10419,NULL,NULL,10419,"LIBERAÇÃO DE VEÍCULO APREENDIDO"
9985,10417,10420,NULL,NULL,10420,"LICENCIAMENTO DE VEÍCULO"
9985,10417,NULL,NULL,NULL,10417,"SISTEMA NACIONAL DE TRÂNSITO"
9985,10421,10422,NULL,NULL,10422,"PAGAMENTO ATRASADO / CORREÇÃO MONETÁRIA"
9985,10421,10423,NULL,NULL,10423,"ANULAÇÃO"
9985,10421,10424,NULL,NULL,10424,"SUSPENSÃO"
9985,10421,10425,NULL,NULL,10425,"RESCISÃO"
9985,10421,10426,NULL,NULL,10426,"PRORROGAÇÃO"
9985,10421,10427,NULL,NULL,10427,"TERMO ADITIVO"
9985,10421,10428,NULL,NULL,10428,"PENALIDADES"
9985,10421,10429,NULL,NULL,10429,"EXECUÇÃO CONTRATUAL"
9985,10421,10430,NULL,NULL,10430,"EQUILÍBRIO FINANCEIRO"
9985,10421,12770,NULL,NULL,12770,"OBRAS PÚBLICAS"
9985,10421,NULL,NULL,NULL,10421,"CONTRATOS ADMINISTRATIVOS"
9985,10645,10646,NULL,NULL,10646,"INCONSTITUCIONALIDADE MATERIAL"
9985,10645,10647,NULL,NULL,10647,"PROCESSO LEGISLATIVO"
9985,10645,10889,NULL,NULL,10889,"EFEITOS DA DECLARAÇÃO DE INCONSTITUCIONALIDADE"
9985,10645,NULL,NULL,NULL,10645,"CONTROLE DE CONSTITUCIONALIDADE"
9985,10954,10955,NULL,NULL,10955,"CRIAÇÃO DE DOTAÇÃO ORÇAMENTÁRIA"
9985,10954,10956,NULL,NULL,10956,"REPASSE DE DUODÉCIMOS"
9985,10954,10957,NULL,NULL,10957,"REPASSE DE VERBAS PÚBLICAS"
9985,10954,10958,NULL,NULL,10958,"CRÉDITO SUPLEMENTAR"
9985,10954,11897,NULL,NULL,11897,"CRÉDITO ESPECIAL"
9985,10954,11898,NULL,NULL,11898,"CRÉDITO EXTRAORDINÁRIO"
9985,10954,NULL,NULL,NULL,10954,"ORÇAMENTO"
9985,11802,11836,NULL,NULL,11836,"PARCELAMENTO DO SOLO"
9985,11802,11837,NULL,NULL,11837,"COMÉRCIO AMBULANTE"
9985,11802,11838,NULL,NULL,11838,"OPERAÇÕES URBANAS CONSORCIADAS"
9985,11802,11839,NULL,NULL,11839,"POSTURAS MUNICIPAIS"
9985,11802,11840,NULL,NULL,11840,"SEGURANÇA EM EDIFICAÇÕES"
9985,11802,NULL,NULL,NULL,11802,"ORDEM URBANÍSTICA"
9985,11803,11832,NULL,NULL,11832,"CONSELHO DO IDOSO"
9985,11803,11833,NULL,NULL,11833,"CONSELHO DA COMUNIDADE"
9985,11803,11834,NULL,NULL,11834,"CONSELHO SOBRE DROGAS"
9985,11803,11835,NULL,NULL,11835,"CONSELHO DE DIREITOS DA CRIANÇA E ADOLESCENTE"
9985,11803,NULL,NULL,NULL,11803,"CONSELHOS"
9985,11831,NULL,NULL,NULL,11831,"CONTROLE EXTERNO DA ATIVIDADE POLICIAL"
9985,11841,NULL,NULL,NULL,11841,"POLÍTICA AGRÍCOLA"
9985,11863,NULL,NULL,NULL,11863,"RESPONSABILIDADE FISCAL"
9985,11872,NULL,NULL,NULL,11872,"SISTEMA DE PROTEÇÃO ESPECIAL A VÍTIMAS E A TESTEMUNHAS"
9985,11873,NULL,NULL,NULL,11873,"POLÍTICA FUNDIÁRIA E DA REFORMA AGRÁRIA"
9985,11874,NULL,NULL,NULL,11874,"RESPONSABILIDADE FISCAL"
9985,14202,14203,NULL,NULL,14203,"PROTEÇÃO DE DADOS PESSOAIS"
9985,14202,14204,NULL,NULL,14204,"PRIVACIDADE"
9985,14202,NULL,NULL,NULL,14202,"LEI GERAL DE PROTEÇÃO DE DADOS (LGPD)"
9985,15066,NULL,NULL,NULL,15066,"APLICAÇÃO INPC/IPCA - ATUALIZAÇÃO FGTS"
9985,15369,15370,NULL,NULL,15370,"PRESTAÇÃO DE CONTAS"
9985,15369,15371,NULL,NULL,15371,"OBTENÇÃO E APLICAÇÃO DE RECURSOS DE ASSISTÊNCIA AO PRESO PELO CONSELHO DA COMUNIDADE"
9985,15369,15372,NULL,NULL,15372,"APRESENTAÇÃO DE RELATÓRIOS MENSAIS PELO CONSELHO DA COMUNIDADE"
9985,15369,NULL,NULL,NULL,15369,"ATOS ADMINISTRATIVOS EM EXECUÇÃO PENAL"
9985,NULL,NULL,NULL,NULL,9985,"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
10110,9994,NULL,NULL,NULL,9994,"DANO AMBIENTAL"
10110,10111,NULL,NULL,NULL,10111,"REVOGAÇÃO/CONCESSÃO DE LICENÇA AMBIENTAL"
10110,10112,NULL,NULL,NULL,10112,"REVOGAÇÃO/ANULAÇÃO DE MULTA AMBIENTAL"
10110,10113,NULL,NULL,NULL,10113,"FLORA"
10110,10114,NULL,NULL,NULL,10114,"FAUNA"
10110,10115,NULL,NULL,NULL,10115,"TRANSGÊNICOS"
10110,10116,NULL,NULL,NULL,10116,"AGROTÓXICOS"
10110,10118,NULL,NULL,NULL,10118,"UNIDADE DE CONSERVAÇÃO DA NATUREZA"
10110,10119,NULL,NULL,NULL,10119,"GESTÃO DE FLORESTAS PÚBLICAS"
10110,10438,NULL,NULL,NULL,10438,"DANO AMBIENTAL"
10110,11822,NULL,NULL,NULL,11822,"MINERAÇÃO"
10110,11823,NULL,NULL,NULL,11823,"RESERVA LEGAL"
10110,11824,NULL,NULL,NULL,11824,"RECURSOS HÍDRICOS"
10110,11825,NULL,NULL,NULL,11825,"POLUIÇÃO"
10110,11826,NULL,NULL,NULL,11826,"ZONEAMENTO ECOLÓGICO E ECONÔMICO"
10110,11827,NULL,NULL,NULL,11827,"ZONA COSTEIRA"
10110,11828,NULL,NULL,NULL,11828,"ÁREA DE PRESERVAÇÃO PERMANENTE"
10110,11829,NULL,NULL,NULL,11829,"PRODUTOS CONTROLADOS / PERIGOSOS"
10110,11830,NULL,NULL,NULL,11830,"PATRIMÔNIO CULTURAL"
10110,11862,NULL,NULL,NULL,11862,"SANEAMENTO"
10110,11869,NULL,NULL,NULL,11869,"SANEAMENTO"
10110,15008,NULL,NULL,NULL,15008,"MUDANÇAS CLIMÁTICAS"
10110,15300,NULL,NULL,NULL,15300,"PAGAMENTO POR SERVIÇOS AMBIENTAIS"
10110,15301,NULL,NULL,NULL,15301,"DANO MORAL COLETIVO DECORRENTE DE DANO AMBIENTAL"
10110,15302,NULL,NULL,NULL,15302,"CADASTRO AMBIENTAL RURAL"
10110,NULL,NULL,NULL,NULL,10110,"DIREITO AMBIENTAL"
10739,10740,10741,NULL,NULL,10741,"CRIAÇÃO DO PARTIDO POLÍTICO"
10739,10740,10743,NULL,NULL,10743,"REGISTRO DO PARTIDO POLÍTICO"
10739,10740,10744,NULL,NULL,10744,"EXTINÇÃO DO PARTIDO POLÍTICO"
10739,10740,10745,NULL,NULL,10745,"FILIAÇÃO PARTIDÁRIA"
10739,10740,10746,NULL,NULL,10746,"CONVENÇÃO PARA ESCOLHA DE CANDIDATOS"
10739,10740,10757,NULL,NULL,10757,"FIDELIDADE PARTIDÁRIA"
10739,10740,NULL,NULL,NULL,10740,"PARTIDO POLÍTICO"
10739,10760,NULL,NULL,NULL,10760,"PLEBISCITO"
10739,10762,NULL,NULL,NULL,10762,"REFERENDO POPULAR"
10739,10763,10764,NULL,NULL,10764,"SISTEMA MAJORITÁRIO / PROPORCIONAL"
10739,10763,10765,10771,NULL,10771,"FIXAÇÃO"
10739,10763,10765,10772,NULL,10772,"AUMENTO"
10739,10763,10765,10773,NULL,10773,"REDUÇÃO"
10739,10763,10765,NULL,NULL,10765,"NÚMERO DE VAGAS"
10739,10763,10766,10774,10778,10778,"CANCELAMENTO DA INSCRIÇÃO DE ELEITOR"
10739,10763,10766,10774,NULL,10774,"ALISTAMENTO"
10739,10763,10766,10775,NULL,10775,"DOMICÍLIO ELEITORAL"
10739,10763,10766,10776,NULL,10776,"ISENÇÃO DO DEVER ELEITORAL"
10739,10763,10766,10777,NULL,10777,"JUSTIFICAÇÃO DE AUSÊNCIA DE VOTO"
10739,10763,10766,NULL,NULL,10766,"ELEITOR"
10739,10763,10767,10779,NULL,10779,"DESINCOMPATIBILIZAÇÃO DO CANDIDATO"
10739,10763,10767,10780,NULL,10780,"INELEGIBILIDADE"
10739,10763,10767,10781,NULL,10781,"REELEIÇÃO"
10739,10763,10767,10782,NULL,10782,"CASSAÇÃO DO REGISTRO DA CANDIDATURA"
10739,10763,10767,10783,NULL,10783,"ANISTIA"
10739,10763,10767,NULL,NULL,10767,"REGISTRO DA CANDIDATURA"
10739,10763,10768,10784,NULL,10784,"PROPAGANDA ELEITORAL"
10739,10763,10768,10785,NULL,10785,"DIREITO DE RESPOSTA"
10739,10763,10768,10786,NULL,10786,"PRESTAÇÃO DE CONTAS"
10739,10763,10768,10787,NULL,10787,"PESQUISA ELEITORAL"
10739,10763,10768,10788,NULL,10788,"ABUSO DO PODER ECONÔMICO"
10739,10763,10768,10789,NULL,10789,"ABUSO DO PODER POLÍTICO (USO INDEVIDO DOS MEIOS DE COMUNICAÇÃO)"
10739,10763,10768,10790,NULL,10790,"USO DE BEM PÚBLICO"
10739,10763,10768,NULL,NULL,10768,"CAMPANHA ELEITORAL"
10739,10763,10769,10791,NULL,10791,"SISTEMA ELETRÔNICO DE VOTAÇÃO"
10739,10763,10769,10792,NULL,10792,"SIGILO NA VOTAÇÃO"
10739,10763,10769,10793,NULL,10793,"APURAÇÃO/RECONTAGEM DE VOTOS"
10739,10763,10769,10794,NULL,10794,"NULIDADE DA VOTAÇÃO"
10739,10763,10769,10795,NULL,10795,"QUOCIENTE ELEITORAL"
10739,10763,10769,10796,NULL,10796,"TRANSPORTE EM DIA DE ELEIÇÃO"
10739,10763,10769,10797,NULL,10797,"BOCA DE URNA"
10739,10763,10769,NULL,NULL,10769,"PLEITO"
10739,10763,10770,10798,NULL,10798,"CASSAÇÃO DO DIPLOMA"
10739,10763,10770,10799,NULL,10799,"SUSTAÇÃO DA DIPLOMAÇÃO"
10739,10763,10770,NULL,NULL,10770,"DIPLOMAÇÃO"
10739,10763,NULL,NULL,NULL,10763,"ELEIÇÃO"
10739,10800,10801,NULL,NULL,10801,"PRESTAÇÃO DE CONTAS"
10739,10800,10802,NULL,NULL,10802,"DECLARAÇÃO DE INELEGIBILIDADE"
10739,10800,10803,NULL,NULL,10803,"IMPUGNAÇÃO DE MANDATO ELETIVO"
10739,10800,10804,NULL,NULL,10804,"PERDA DO MANDATO"
10739,10800,10805,NULL,NULL,10805,"RECONDUÇÃO"
10739,10800,10806,NULL,NULL,10806,"SUSPENSÃO DE MANDATO"
10739,10800,10807,NULL,NULL,10807,"CONVOCAÇÃO DE SUPLENTE"
10739,10800,10808,NULL,NULL,10808,"RENÚNCIA"
10739,10800,10809,10812,NULL,10812,"POR CUMULAÇÃO DE CARGOS"
10739,10800,10809,10813,NULL,10813,"POR CONDENAÇÃO CRIMINAL"
10739,10800,10809,10814,NULL,10814,"POR SUSPENSÃO DOS DIREITOS POLÍTICOS"
10739,10800,10809,NULL,NULL,10809,"EXTINÇÃO DO MANDATO"
10739,10800,10810,NULL,NULL,10810,"AFASTAMENTO DO CARGO"
10739,10800,10811,NULL,NULL,10811,"CASSAÇÃO DE MANDATO"
10739,10800,NULL,NULL,NULL,10800,"MANDATO"
10739,NULL,NULL,NULL,NULL,10739,"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF"
11049,11050,11066,11067,NULL,11067,"IRREGULARIDADE NA COMPOSIÇÃO DO CONSELHO"
11049,11050,11066,NULL,NULL,11066,"NULIDADE"
11049,11050,NULL,NULL,NULL,11050,"AÇÃO PENAL MILITAR"
11049,11051,11064,NULL,NULL,11064,"REPRESENTAÇÃO DO CORREGEDOR"
